PERMIT_NO,FARM_NAME,COUNTY,PROD_GAS_QUANT
005-30984,RODNEY A MORRIS ETAL 1M-81,Armstrong,126417.0
005-30985,CLIFFORD & ROSALEE GRAFTON 1M-31,Armstrong,
005-30989,SWANK 590637,Armstrong,2490264.0
005-30998,MO MINTEER FARMS LP 1M-1603,Armstrong,154120.0
005-31018,SAGC 3M-172,Armstrong,233820.0
005-31024,RALPH MYERS ETUX 2M-28,Armstrong,286484.0
005-31027,WILLIAM H RENSHAW ETUX 4M-161,Armstrong,193075.0
005-31028,MINTEER-CONAWAY UNIT 1M,Armstrong,238648.0
005-31029,SWANK 590638,Armstrong,3261810.0
005-31052,MARSHALL & REBECCA BERGAD 1M-23,Armstrong,
005-31054,CARSON INDUSTRIES 1M,Armstrong,154459.0
005-31058,EMERY FREEMAN UNIT 1M-45.3,Armstrong,54210.0
005-31059,HEFFELFINGER-CROYLE UNIT 1M,Armstrong,65186.0
005-31060,GIBSON 590947,Armstrong,
005-31061,GIBSON 591457,Armstrong,
005-31062,WASHINGTON TOWNSHIP PARK 1M,Armstrong,93475.0
005-31063,FOUSE 1M-28,Armstrong,
005-31064,PAUL R ATKINSON ETUX 3M-56,Armstrong,130204.40000000001
005-31067,TODD D MALKEY ETUX 2M-32,Armstrong,145695.49999999997
005-31082,FLEEGER UNIT 1M-107.6,Armstrong,155869.0
005-31088,OESTERLING UNIT A 1H,Armstrong,
005-31093,GEORGE W COLWELL ETAL 2M-139,Armstrong,133394.0
005-31094,TERRY R REDDINGER 1M-56.6,Armstrong,60737.0
005-31097,TERRY BOWSER A UNIT 3H,Armstrong,2874656.7499999995
005-31098,SPRING CHURCH UNIT 1H,Armstrong,2045610.0
005-31099,GIBSON 590947,Armstrong,4960790.0
005-31100,GIBSON 591457,Armstrong,3652494.0
005-31101,BOGNAR UNIT 1H,Armstrong,
005-31103,TICKLE FARM PAD 4H,Armstrong,3373041.0
005-31104,ISEMAN UNIT 10H,Armstrong,
005-31108,GIRTY 591634,Armstrong,2954716.0
005-31109,GIRTY 591635,Armstrong,3184296.0
005-31110,GIRTY 591636,Armstrong,3214000.0
005-31111,GIBSON 591755,Armstrong,
005-31112,ELIZABETH WILSON WHITE ESTATE 10M-200,Armstrong,218566.0
005-31114,C H SNYDER COMPANY 5M-135,Armstrong,105054.0
005-31115,BVL-MCCONNELL UNIT 1M,Armstrong,104269.0
005-31116,STONIS PAD 1 3H,Armstrong,
005-31117,STONIS PAD 1 3H,Armstrong,3896715.0
005-31118,BIBLICAL LIFE INSTITUTE 1M,Armstrong,135784.90000000002
005-31119,SMELTZER 4H,Armstrong,
005-31120,RAYMOND W & SUSAN TARR 1M-A,Armstrong,176316.00000000003
005-31121,TERRY BOWSER A UNIT 7H,Armstrong,
005-31122,W H KUHNS HEIRS 6M-143,Armstrong,125152.0
005-31123,THOMAS W GRIMM ETUX 1M-47,Armstrong,133671.09999999998
005-31124,STEPHEN J REID ETUX 1M,Armstrong,39161.399999999994
005-31125,SLATE LICK PRESBYTERIAN CHURCH 1M,Armstrong,113028.79999999999
005-31126,DANIEL S CRYTZER 1M,Armstrong,133035.3
005-31127,MARION W SHAFFER 1M,Armstrong,47750.60000000001
005-31128,MICHAEL T ZECCA 2M,Armstrong,264286.9
005-31129,STONIS PAD 1 2H,Armstrong,4171886.0
005-31130,RUSSELL R FOUSE 2M,Armstrong,162983.2
005-31131,BLANEY 591765,Armstrong,2202247.0
005-31132,KENNETH STASUKINAS 1M-53,Armstrong,
005-31133,CLAYPOOLE UNIT 2H,Armstrong,
005-31134,KENNETH STASUKINAS UNIT 1M,Armstrong,99780.0
005-31140,TERRY 591608,Armstrong,2173139.0
005-31141,TERRY 591609,Armstrong,
005-31142,TERRY 591656,Armstrong,2869749.0
005-31146,KENNETH L CROSBY ETUX 1M-69,Armstrong,110523.0
005-31149,PAD W16 PER W16-2H,Armstrong,3178831.0
005-31150,PAD W16 PER W16-1H,Armstrong,2900211.0
005-31152,DAVID J PORE 2M,Armstrong,132305.5
005-31153,HERBERT C CERUTTI ETUX 4M-55,Armstrong,138711.10000000003
005-31154,ELIZABETH WILSON WHITE ESTATE 11M-200,Armstrong,119092.0
005-31155,STEVEN W SHAFFER ETUX 1M,Armstrong,
005-31156,MICHAEL T ZECCA 1M,Armstrong,188043.30000000008
005-31159,SPRING CHURCH UNIT 3H,Armstrong,
005-31160,DON MONTGOMERY 1M-151,Armstrong,
005-31163,PAUL HEILMAN 6M-138,Armstrong,135631.0
005-31165,SMITH-HOLLOBAUGH UNIT 1M,Armstrong,
005-31166,GOODMAN UNIT 1M,Armstrong,
005-31167,ALFRED C BEERS ETUX 2M-26,Armstrong,80557.70000000001
005-31168,HILL TOP BEAGLE CLUB 1M,Armstrong,
005-31169,MARSHALL BERGAD 1M-24,Armstrong,
005-31170,EDWARD DUNMIRE 3M-331,Armstrong,
005-31172,BARTON 1M,Armstrong,
005-31173,RALPH MYERS ETUX 1M-35,Armstrong,187994.00000000006
005-31174,ZACHAR 1M,Armstrong,
005-31175,BLANEY 590949,Armstrong,1609899.0
005-31176,BLANEY 591764,Armstrong,2128082.0
005-31177,MICHAEL T SHAFFER 1M,Armstrong,
005-31178,MARSHALL MILLER 1M,Armstrong,104131.70000000001
005-31179,SPRING CHURCH UNIT 3H,Armstrong,1436409.0
005-31180,FRANK MELLON 1M-27,Armstrong,
005-31181,LEWIS M WOLFE ETUX 1M-30,Armstrong,18302.0
005-31182,JAMES D MCCLISTER ETAL 1M-60,Armstrong,
005-31183,CHRISTOPHER FETTERMAN 1M-15,Armstrong,
005-31184,CARL SHOPE 1M,Armstrong,91866.50000000003
005-31185,FRANKIE SHUMAKER 2M-56,Armstrong,
005-31186,DONALD ATKINSON UNIT 1M,Armstrong,135696.0
005-31187,PAD W17 PER W17-2H,Armstrong,
005-31188,PAD W11 PER W11-2H,Armstrong,
005-31189,MATTHEW ANTHONY 2M,Armstrong,
005-31190,DALE BOWSER 1M,Armstrong,127472.00000000001
005-31191,DOMINIC PERROTTE 1M,Armstrong,
005-31192,MARTIN SANDERS 1M,Armstrong,133272.59999999998
005-31193,THOMAS JOHNSON 1M,Armstrong,181358.10000000003
005-31194,HONG-BARCO 1M,Armstrong,263647.4
005-31195,MICHAEL MYERS 1M,Armstrong,
005-31196,THOMAS HALL 1M,Armstrong,60652.0
005-31197,DUNMIRE 6M,Armstrong,
005-31198,GIBSON 591755,Armstrong,
005-31199,W18 PER W18-2H,Armstrong,
005-31202,ALEXANDER LINDSAY UNIT 5H,Armstrong,3315289.8600000003
005-31203,PETERSON 1H,Armstrong,3858530.51
005-31204,KEPPLE 1H,Armstrong,
005-31205,GIRTY 592602,Armstrong,3493978.0
005-31207,MCELROY 1H,Armstrong,
005-31208,PETERSON 2H,Armstrong,
005-31209,CHARLTON UNIT 7H,Armstrong,3737393.2199999997
005-31211,PAD W8 PER W8-5H,Armstrong,
005-31212,FRANTZ UNIT 1H,Armstrong,3069187.22
005-31213,AMBROSE 1H,Armstrong,3039715.0
005-31214,AMBROSE 2H,Armstrong,2387185.0
005-31215,AMBROSE 3H,Armstrong,2364993.0
005-31216,BLANEY 590948,Armstrong,1848838.0
005-31217,BLANEY 591775,Armstrong,2082815.0
005-31218,BLANEY 591662,Armstrong,1741889.0
005-31219,STOREY UNIT 2H,Armstrong,
005-31221,PAD W09 PER-W09-3H,Armstrong,438873.0
005-31222,BLANEY 591661,Armstrong,2825821.0
005-31227,CENTURY HILL 593542,Armstrong,
005-31228,CENTURY HILL 593543,Armstrong,
005-31229,AMBROSE 4H,Armstrong,3544332.0
005-31230,AMBROSE 5H,Armstrong,3639343.0
005-31231,AMBROSE 6H,Armstrong,3235884.0
005-31232,PER W27 4H,Armstrong,
005-31233,HINDMAN 593486,Armstrong,
005-31234,HINDMAN 593487,Armstrong,
005-31235,BIBLICAL LIFE INSTITUTE 2H,Armstrong,
005-31236,BIBLICAL LIFE INSTITUTE 3H,Armstrong,
005-31237,BIBLICAL LIFE INSTITUTE 4H,Armstrong,
005-31238,GIBSON 591755,Armstrong,
005-31240,DOVERSPIKE 1MH,Armstrong,
005-31241,KEPPLE 1H,Armstrong,
005-31242,PETERSON 2H,Armstrong,
005-31243,FURNACE RUN IH,Armstrong,2404908.0
005-31244,FURNACE RUN 2H,Armstrong,2159575.0
005-31245,FURNACE RUN 3H,Armstrong,1983316.0
005-31246,FURNACE RUN 4H,Armstrong,2187381.0
005-31247,STOREY UNIT 2H,Armstrong,
005-31248,TERRY BOWSER A UNIT 7H,Armstrong,
005-31249,GIRTY 593977,Armstrong,
005-31253,PAD W16 PER-W16-3H,Armstrong,
005-31254,BIBLICAL LIFE 1H,Armstrong,3908160.0
005-31255,BIBLICAL LIFE 2H,Armstrong,2821182.0
005-31256,BIBLICAL LIFE 3H,Armstrong,2596695.0
005-31257,BIBLICAL LIFE 4H,Armstrong,2977956.0
005-31258,AMBROSE 7H,Armstrong,
005-31260,GIBSON 591755,Armstrong,
005-31261,RENSHAW 1H,Armstrong,1635298.0
005-31262,RENSHAW 2H,Armstrong,1343014.0
005-31263,RENSHAW 3H,Armstrong,1439120.0
005-31264,RENSHAW 4H,Armstrong,1614848.0
005-31266,BLANEY 593967,Armstrong,
005-31267,SMELTZER 4H,Armstrong,
005-31268,SCHRECENGOST 4HU,Armstrong,
005-31269,PAD W8 PER W8-5H,Armstrong,
005-31270,DYNAMITE 4H,Armstrong,1520465.0
005-31271,LENAPE HEIGHTS 1HU,Armstrong,
005-31272,NOLDER 4H,Armstrong,531367.0
005-31273,NOLDER 1H,Armstrong,560046.0
005-31274,NOLDER 2H,Armstrong,555478.0
005-31275,NOLDER 3H,Armstrong,555973.0
005-31276,KUHNS 1H,Armstrong,869891.0
005-31277,STOREY UNIT 2H,Armstrong,
005-31281,DYNAMITE 1H,Armstrong,1624596.0
005-31282,DYNAMITE 2H,Armstrong,1813264.0
005-31283,DYNAMITE 3H,Armstrong,1792477.0
005-31284,TERRY 592098,Armstrong,
005-31285,TICKLE FARM 5HU,Armstrong,
005-31286,KUHNS 2H,Armstrong,601744.0
005-31287,NEUMANN 1H,Armstrong,
005-31289,NEUMANN 2H,Armstrong,
005-31290,NEUMANN 3H,Armstrong,
005-31291,NEUMANN 4H,Armstrong,
005-31292,PAD W9 PER-W09-1H,Armstrong,521118.0
005-31293,PAD W9 PER-W09-2H,Armstrong,468630.0
005-31294,PAD W9 PER-W09-4H,Armstrong,533312.0
005-31295,PAD W9 PER-W09-5H,Armstrong,604405.0
005-31296,PAD W9 PER-W09-6H,Armstrong,799239.0
005-31299,DAVIS UNIT 5P/5H,Armstrong,
005-31300,DAVIS UNIT 6H,Armstrong,
005-31301,DAVIS UNIT 7H,Armstrong,
005-31302,KUHNS 3H,Armstrong,188149.0
005-31303,KUHNS 4H,Armstrong,216961.0
005-31304,KUHNS 5H,Armstrong,43384.0
005-31305,ROLLING HILLS 1H,Armstrong,
005-31306,ROLLING HILLS 2H,Armstrong,
005-31307,ROLLING HILLS 3H,Armstrong,
005-31308,ROLLING HILLS 4H,Armstrong,
005-31309,LASH 1H,Armstrong,
005-31310,LASH 2H,Armstrong,
005-31311,LASH 3H,Armstrong,
005-31312,LASH 4H,Armstrong,
005-31313,LASH 5H,Armstrong,
005-31314,PER W08 1H,Armstrong,
005-31315,TRILOGY 5HU,Armstrong,
005-31316,TRILOGY B 2H,Armstrong,
005-31317,TRILOGY B 3H,Armstrong,
005-31318,TRILOGY C 4H,Armstrong,
005-31319,PER W08 2H,Armstrong,
005-31320,PER W08 3H,Armstrong,
005-31321,PER W08 4H,Armstrong,
005-31323,STOREY UNIT  2H,Armstrong,
005-31324,RENSHAW 5H,Armstrong,
005-31325,TRILOGY A 1H,Armstrong,
005-31326,AUSTIN 1H,Armstrong,
005-31328,NEUMANN 5H,Armstrong,
005-31329,NEUMANN 6H,Armstrong,
005-31330,NEUMANN 7H,Armstrong,
005-31331,NEUMANN 8H,Armstrong,
005-31332,REESEDALE RIDGE 7H,Armstrong,
005-31333,REESEDALE RIDGE 8H,Armstrong,
005-31337,BIBLICAL LIFE 6H,Armstrong,
005-31338,PAD W9 PER-W09-7H,Armstrong,
005-31339,AMBROSE 7H,Armstrong,
005-ERROR,STONIS PAD 1 3H,Armstrong,
007-20285,DAVID BURDICK 1,Beaver,
007-20290,BLINN 2,Beaver,0.0
007-20291,BLINN 1,Beaver,0.0
007-20292,LYNCH D&S 1,Beaver,
007-20293,ZAHN LLOYD UNIT 1H,Beaver,557976.0
007-20294,ZAHN LLOYD UNIT 2H,Beaver,
007-20295,YMCA 590439,Beaver,0.0
007-20296,YMCA 590437,Beaver,0.0
007-20297,YMCA 590433,Beaver,0.0
007-20298,YMCA 590432,Beaver,0.0
007-20299,MCMICHAEL UNIT 4H,Beaver,
007-20302,MCCOY R JOHN UNIT 1H,Beaver,
007-20303,DAVID THOMPSON 3H,Beaver,2845698.21
007-20304,PAUL BUSSARD 3H,Beaver,1403271.01
007-20305,JAMES THARP 3H,Beaver,2273490.4599999995
007-20306,ROLLING ACRES 6H,Beaver,
007-20307,ROLLING ACRES 8H,Beaver,1826940.4099999997
007-20308,ROLLING ACRES 10H,Beaver,
007-20311,FERREBEE BEA 3H,Beaver,868723.19
007-20312,LIBERATO BEA 3H,Beaver,
007-20313,MAGA BEA 8H,Beaver,
007-20314,BEROVICH BEA 8H,Beaver,1331935.9699999995
007-20315,LIBERATO BEA 3H M,Beaver,432017.6699999999
007-20316,MAGA BEA 8H,Beaver,3257639.25
007-20317,MAGA BEA 8H M,Beaver,
007-20318,POWELL BEA 6H,Beaver,2110124.5
007-20319,JENKINS BEA 8H,Beaver,1071505.2099999997
007-20320,MCMICHAEL UNIT 1H,Beaver,
007-20321,MCMICHAEL UNIT 2H,Beaver,
007-20322,MCMICHAEL UNIT 3H,Beaver,
007-20323,MCMICHAEL UNIT 5H,Beaver,
007-20324,MCMICHAEL UNIT 6H,Beaver,
007-20325,MCMICHAEL UNIT 7H,Beaver,
007-20326,MCMICHAEL UNIT 8H,Beaver,
007-20327,BLASCO UNIT 1H,Beaver,
007-20328,BLASCO UNIT 2H,Beaver,
007-20329,BLASCO UNIT 3H,Beaver,
007-20330,BLASCO UNIT 4H,Beaver,
007-20331,MCMICHAEL UNIT 5H,Beaver,
007-20332,CODY TRUST BEA 3H,Beaver,1294732.38
007-20333,NOSS UNIT 4H,Beaver,
007-20334,NOSS UNIT 5H,Beaver,
007-20335,NOSS UNIT 6H,Beaver,
007-20336,PETRIK BEA 8H,Beaver,1896818.4700000004
007-20337,LIBERATO BEA 1H,Beaver,
007-20338,LIBERATO BEA 5H,Beaver,
007-20339,NOSS UNIT 2H-A,Beaver,
007-20340,MCMICHAEL UNIT 5H,Beaver,
007-20341,BIBBEE BEA 3H,Beaver,
007-20342,MCROBERTS BEA 3H,Beaver,
007-20343,KERRY BEA 8H,Beaver,947446.3599999999
007-20344,DAVID BURDICK 3H,Beaver,2595415.4899999998
007-20345,MANDICH BEA 8H,Beaver,
007-20346,FEDORCHAK BEA 3H,Beaver,2328747.4700000007
007-20347,FEDORCHAK BEA 3H M,Beaver,
007-20348,JENKINS BEA 8H M,Beaver,
007-20349,FERREBEE BEA 3H M,Beaver,
007-20350,PETRIK BEA 8H M,Beaver,
007-20351,WALL BEA 3H M,Beaver,
007-20352,WALL BEA 3H,Beaver,
007-20353,MCROBERTS BEA 6H,Beaver,
007-20355,MCMICHAEL UNIT 1H,Beaver,
007-20356,MCMASTERS BEA 3H M,Beaver,
007-20357,MCMASTERS BEA 3H,Beaver,
007-20358,PGC BEA 3H,Beaver,2564763.2599999993
007-20359,DAVIE BEA 6H,Beaver,
007-20360,PGC WEST BEA 3H,Beaver,1854847.7200000002
007-20361,KIRKWOOD BEA 8H,Beaver,1809077.2799999998
007-20362,GORDON BEA 8H,Beaver,
007-20363,ROLLING ACRES BEA 6H,Beaver,
007-20364,POWELL BEA 3H,Beaver,
007-20365,BEROVICH BEA 6H,Beaver,
007-20366,BUSSARD BEA 1H,Beaver,
007-20367,JAMES THARP BEA 8H,Beaver,
007-20368,CODY TRUST BEA 8H,Beaver,
007-20369,DAVID BURDICK BEA 8H,Beaver,
007-20370,DAVID THOMPSON BEA 8H,Beaver,
007-20371,ROBERTS BEA 6H,Beaver,
007-20372,MCDANEL BEA 10H,Beaver,
007-20373,CTG BEA 10H,Beaver,1257187.4900000002
007-20374,MCDANEL BEA 8H,Beaver,623374.5700000001
007-20375,MAGA BEA 8H M,Beaver,
007-20376,LIBERATO BEA 3H,Beaver,
007-20378,MAGA BEA 8H M,Beaver,
007-20379,KRIVICKAS UNIT 1H,Beaver,
007-20380,KRIVICKAS UNIT 2H,Beaver,
007-20381,KRIVICKAS UNIT 3H,Beaver,
007-20382,KRIVICKAS UNIT 4H,Beaver,
007-20383,KRIVICKAS UNIT 5H,Beaver,
007-20385,FERREBEE BEA 1V,Beaver,
007-20386,KERRY BEA 3V,Beaver,
007-20387,WALL BEA 1V,Beaver,
007-20388,MCROBERTS BEA 6V,Beaver,
007-20389,PETRIK BEA 3V,Beaver,
007-20390,JENKINS BEA 6V,Beaver,
007-20391,FEDORCHAK BEA 8V,Beaver,
007-20392,HODGDON BEA 5H,Beaver,3475242.5000000014
007-20393,B1 PER B1-2H,Beaver,3929913.0
007-20394,B1 PER B1-1H,Beaver,2585665.0
007-20395,ROBERTS BEA 8H,Beaver,
007-20396,B1 PER B1-3HUD,Beaver,3220125.0
007-20397,B2 PER B2-3H,Beaver,1971335.0
007-20398,B2 PER B2-4H,Beaver,2232250.0
007-20399,B2 PER B2-1H,Beaver,1556281.0
007-20400,B2 PER B2-2H,Beaver,1734677.0
007-20401,SEIBEL UNIT 4H,Beaver,
007-20402,SEIBEL UNIT 5H,Beaver,
007-20403,MCMICHAEL UNIT 1H,Beaver,
007-20404,MCMICHAEL UNIT 5H,Beaver,
007-20405,MCMICHAEL UNIT 6H,Beaver,
007-20406,MCMICHAEL UNIT 8H,Beaver,
007-20407,MCMASTERS BEA 1V,Beaver,
007-20410,SEIBEL UNIT 6H,Beaver,
007-20411,B3 PER B3-1H,Beaver,2811718.0
007-20412,B3 PER B3-2H,Beaver,2429373.0
007-20413,B3 PER B3-3H,Beaver,2723889.0
007-20414,B3 PER B3-4H,Beaver,2536636.0
007-20415,ROBERTS BEA 6H,Beaver,2157101.7099999995
007-20416,B4 PER B4-1H,Beaver,
007-20417,B4 PER B4-2H,Beaver,
007-20418,B4 PER B4-3H,Beaver,
007-20419,B4 PER B4-4H,Beaver,
007-20420,DAVID THOMPSON BEA 8H,Beaver,
007-20421,B1 PER B1-4H,Beaver,
007-20422,CTG BEA 8V,Beaver,
007-20423,MCDANEL BEA 10H,Beaver,
007-20424,B4 PER B4-1H,Beaver,1495532.0
007-20425,B4 PER B4-2H,Beaver,1803933.0
007-20426,B4 PER B4-3H,Beaver,849700.0
007-20427,B4 PER B4-4H,Beaver,1486191.0
007-20429,BEAVER PAD 5 2H,Beaver,
007-20430,DAVID BURDICK BEA 8H,Beaver,
007-20431,BEAVER PAD 5 2H,Beaver,
007-20432,BEAVER PAD 12 2H,Beaver,1660906.0
007-20433,BEAVER PAD 12 3H,Beaver,1244970.0
007-20434,BEAVER PAD 12 4H,Beaver,1727749.0
007-20435,BEAVER PAD 12 1H,Beaver,
007-20436,PETRIK BEA 5V,Beaver,
007-20437,BEAVER PAD 5 1H,Beaver,1619422.0
007-20438,BEAVER PAD 5 3H,Beaver,1189446.0
007-20439,BEAVER PAD 5 4H,Beaver,1811086.0
007-20440,BUSSARD BEA 5V,Beaver,
007-20441,PGC WEST BEA 5V,Beaver,
007-20442,JENKINS BEA 5V,Beaver,
007-20443,JAMES THARP BEA 5V,Beaver,
007-20444,MAGA BEA 5V,Beaver,
007-20445,FEDORCHAK BEA 5V,Beaver,
007-20446,WALL BEA 5V,Beaver,
007-20447,LIBERATO BEA 5V,Beaver,
007-20448,NYE UNIT #1 1H,Beaver,
007-20449,NYE UNIT #1 2H,Beaver,
007-20450,NYE UNIT #1 3H,Beaver,
007-20451,NYE UNIT #2 4H,Beaver,
007-20452,NYE UNIT #2 5HB,Beaver,
007-20453,NYE UNIT #2 6H,Beaver,
007-20454,NYE UNIT #2 7HB,Beaver,
007-20455,NYE UNIT #2 8H,Beaver,
007-20456,KERRY BEA 3V,Beaver,
007-20457,FERREBEE BEA 1V,Beaver,
007-20458,POWELL BEA 5V,Beaver,
007-20459,BEAVER PAD 5 2H,Beaver,1124427.0
007-20460,PGC WEST BEA 5V,Beaver,
007-20461,MCMICHAEL UNIT 5H,Beaver,
007-20462,BEAVER PAD 9 1H,Beaver,186827.0
007-20463,BEAVER PAD 8 4H,Beaver,1903287.0
007-20464,SEIBEL UNIT 4H,Beaver,
007-20465,MCMASTERS BEA IV,Beaver,
007-20466,PER B11 1H,Beaver,
007-20467,PER B11 2H,Beaver,1492421.0
007-20468,PER B11 3H,Beaver,1394246.0
007-20469,PER B11 4H,Beaver,1808789.0
007-20470,LIBERATO BEA 5V,Beaver,
007-20471,FEDORCHAK BEA 5V,Beaver,
007-20472,WALL BEA 5V,Beaver,
007-20473,JENKINS BEA 5V,Beaver,
007-20474,HODGDON BEA 1V,Beaver,
007-20475,MCDANEL BEA 1V,Beaver,
007-20476,B3 PER B3-5H,Beaver,
007-20477,KIRKWOOD BEA 1V,Beaver,
007-20478,PGC BEA 1V,Beaver,
007-20479,MCMICHAEL PETER 11388 2H,Beaver,
007-20480,PER B8 2H,Beaver,
007-20481,PER B8 3H UD,Beaver,1437689.0
007-20482,PER B8 1H UD,Beaver,
007-20483,SEIBEL JOSEPH 11396 5H,Beaver,
007-20484,PER B37 4H,Beaver,1282350.0
007-20485,PER B8 5H U,Beaver,2302665.0
007-20486,PER B35 3H,Beaver,
007-20487,PER B37 1H,Beaver,
007-20488,B4 PER B4-5H,Beaver,
007-20489,PER B15 1H,Beaver,1686472.0
007-20490,BEAVER PAD 5 5H UD,Beaver,
007-20491,PER B39 1H,Beaver,569089.0
007-20492,PER B37 2H,Beaver,1214809.0
007-20493,PER B37 3H,Beaver,2061300.0
007-20494,PER B15 3H,Beaver,1137653.0
007-20495,PER B39 2H,Beaver,583612.0
007-20496,PER B39 3H,Beaver,701995.0
007-20497,PER B39 4H,Beaver,519734.0
007-20498,PER B15 2H,Beaver,1001169.0
007-20499,PER B15 4H,Beaver,1208220.0
007-20500,PER B15 5H,Beaver,
007-20501,SEIBEL JOSEPH 11396 1H,Beaver,
007-20502,SEIBEL JOSEPH 11396 2H,Beaver,
007-20503,SEIBEL JOSEPH 11396 4H,Beaver,
007-20504,SEIBEL JOSEPH 11396 5H,Beaver,
007-20505,SEIBEL JOSEPH 11396 6H,Beaver,
007-20506,SEIBEL JOSEPH 11396 3H,Beaver,
007-20507,PER B24 1H,Beaver,
007-20508,PER B24 2H,Beaver,578220.0
007-20509,PER B24 3H,Beaver,503887.0
007-20510,PER B24 4H,Beaver,297309.0
007-20511,PER B24 5H,Beaver,401121.0
007-20512,PER B24 6H,Beaver,478016.0
007-20513,PER B22 1H,Beaver,
007-20514,PER B22 2H,Beaver,
007-20515,PER B22 3H,Beaver,
007-20516,PER B22 4H,Beaver,
007-20517,PER B22 5H,Beaver,
007-20518,PER B22 6H,Beaver,
007-20519,PER B22 10H,Beaver,
007-20520,PER B17 1H,Beaver,
007-20521,PER B17 2H,Beaver,
007-20522,PER B17 3H,Beaver,
007-20523,PER B17 4H,Beaver,
007-20524,PER B17 5H,Beaver,
007-20525,PER B17 6H,Beaver,
007-20526,PER B24 7H,Beaver,267023.0
007-20527,PER B22 8H,Beaver,
007-20528,PER B22 9H,Beaver,
007-20529,PER B23 1H,Beaver,
007-20530,PER B23 2H,Beaver,
007-20531,PER B23 3H,Beaver,
007-20532,PER B23 4H,Beaver,
007-20533,PER B23 5H,Beaver,
007-20534,PER B23 6H,Beaver,
007-20535,PER B2 5H,Beaver,
007-20536,PER B9 2H,Beaver,122122.0
007-20537,PER B9 3H,Beaver,132465.0
007-20538,PER B9 4H,Beaver,209992.0
007-20539,PER B9 5H,Beaver,91217.0
007-20540,PER B9 6H,Beaver,105448.0
007-20541,PER B9 7H,Beaver,
007-20542,PER B9 8H,Beaver,
007-20543,FAY ALBERT 11966 1H,Beaver,
007-20544,FAY ALBERT 11966 2H,Beaver,
007-20545,FAY ALBERT 11966 3H,Beaver,
007-20546,FAY ALBERT 11966 4H,Beaver,
007-20547,FAY ALBERT 11966 5H,Beaver,
007-20548,FAY ALBERT 11966 6H,Beaver,
007-20549,FAY ALBERT 11966 7H,Beaver,
007-20550,FAY ALBERT 11966 9H,Beaver,
007-20551,FAY ALBERT 11966 8H,Beaver,
007-20555,JODIKINOS CAROL 11380 1H,Beaver,
007-20556,JODIKINOS CAROL 11380 2H,Beaver,
007-20557,JODIKINOS CAROL 11380 3H,Beaver,
007-20558,JODIKINOS CAROL 11380 4H,Beaver,
007-20559,JODIKINOS CAROL 11380 10H,Beaver,
007-20560,JODIKINOS CAROL 11380 11H,Beaver,
007-20561,MCMICHAEL PETER 11388 5H,Beaver,
007-20562,MCMICHAEL PETER 11388 6H,Beaver,
007-20563,MCMICHAEL PETER 11388 7H,Beaver,
007-20564,MCMICHAEL PETER 11388 8H,Beaver,
007-20565,MCMICHAEL PETER 11388 11H,Beaver,
007-20566,PER B25 1H,Beaver,
007-20567,PER B25 3H,Beaver,
007-20568,PER B25 5H,Beaver,
007-20569,ZAHN 2H,Beaver,
007-20570,ZAHN 3H,Beaver,
007-20571,ZAHN 4H,Beaver,
007-20572,ZAHN 5H,Beaver,
007-20573,ZAHN 6H,Beaver,
007-20574,ZAHN 7H,Beaver,
007-20575,ZAHN 8H,Beaver,
007-20576,ZAHN 9H,Beaver,
007-20577,PER B7 1H,Beaver,
007-20578,PER B7 2H,Beaver,
007-20579,PER B7 3H,Beaver,
007-20580,PER B7 4H,Beaver,
007-20581,PER B7 5H,Beaver,
007-20582,PER B7 6H,Beaver,
007-20583,MINTON WILLIAM 12298 1H,Beaver,
007-20584,MINTON WILLIAM 12298 3H,Beaver,
007-20585,MINTON WILLIAM 12298 2H,Beaver,
007-20586,MINTON WILLIAM 12298 4H,Beaver,
007-20587,PER B39 7H,Beaver,
007-20588,ZAKUTNEY RUTH 11595 6H,Beaver,
007-20589,PER B46 7H,Beaver,
007-20590,PER B50 3H,Beaver,
007-20591,PER B25 7H,Beaver,
007-20592,PER B25 8H,Beaver,
007-20593,PER B25 2H,Beaver,
007-20594,PER B25 4H,Beaver,
007-20595,PER B25 6H,Beaver,
007-20596,PER B45 1H,Beaver,
007-20597,PER B46 2H,Beaver,
007-20598,PER B46 1H,Beaver,
007-20599,PER B46 4H,Beaver,
007-20600,PER B46 3H,Beaver,
007-20601,PER B46 5H,Beaver,
007-20602,PER B46 6H,Beaver,
007-20603,PER B46 10H,Beaver,
007-20604,PER B46 9H,Beaver,
007-20605,PER B23 2H,Beaver,
007-20606,PER B50 1H,Beaver,
007-20607,PER B50 2H,Beaver,
007-20608,PER B50 4H,Beaver,
007-20609,PER B50 5H,Beaver,
007-20610,PER B50 6H,Beaver,
007-20611,PER B22 8H,Beaver,
007-20612,PER B35 3H,Beaver,
009-20085,DAVIS UNIT 1H,Bedford,
009-20086,MCVICKER UNIT 1H,Bedford,
013-20011,HODGE UNIT 1H,Blair,617304.53
013-20012,RITCHEY UNIT 1H,Blair,847452.47
013-20013,RITCHEY UNIT 2H,Blair,618759.99
013-20014,LIGHTNER UNIT 1H,Blair,998657.5700000001
013-20015,RITCHEY UNIT 3H,Blair,575326.29
013-20016,LIGHTNER EAST UNIT 1H,Blair,1036414.6000000001
013-20017,HELSEL WEST UNIT 1H,Blair,
